Orthogroup	Duplications (all)	Duplications (50% support)
OG0018995	0	0
OG0018996	0	0
OG0018997	0	0
OG0018998	0	0
OG0018999	0	0
OG0019000	2	2
OG0019001	0	0
OG0019002	1	1
OG0019003	0	0
OG0019004	0	0
OG0019005	0	0
OG0019006	0	0
OG0019007	0	0
OG0019008	0	0
OG0019009	0	0
OG0019010	0	0
OG0019011	0	0
OG0019012	0	0
OG0019013	1	1
OG0019014	0	0
OG0019015	0	0
OG0019016	0	0
OG0019017	0	0
OG0019018	0	0
OG0019019	0	0
OG0019020	0	0
OG0019021	0	0
OG0019022	0	0
OG0019023	2	2
OG0019024	0	0
OG0019025	0	0
OG0019026	0	0
OG0019027	0	0
OG0019028	0	0
OG0019029	2	2
OG0019030	0	0
OG0019031	0	0
OG0019032	0	0
OG0019033	0	0
OG0019034	0	0
OG0019035	0	0
OG0019036	0	0
OG0019037	0	0
OG0019038	0	0
OG0019039	0	0
OG0019040	0	0
OG0019041	0	0
OG0019042	0	0
OG0019043	0	0
OG0019044	0	0
OG0019045	0	0
OG0019046	0	0
OG0019047	0	0
OG0019048	0	0
OG0019049	0	0
OG0019050	0	0
OG0019051	1	1
OG0019052	0	0
OG0019053	0	0
OG0019054	0	0
OG0019055	0	0
OG0019056	0	0
OG0019057	0	0
OG0019058	0	0
OG0019059	0	0
OG0019060	0	0
OG0019061	1	1
OG0019062	0	0
OG0019063	0	0
OG0019064	0	0
OG0019065	0	0
OG0019066	0	0
OG0019067	0	0
OG0019068	0	0
OG0019069	0	0
OG0019070	0	0
OG0019071	0	0
OG0019072	0	0
OG0019073	0	0
OG0019074	0	0
OG0019075	0	0
OG0019076	0	0
OG0019077	0	0
OG0019078	0	0
OG0019079	0	0
OG0019080	0	0
OG0019081	0	0
OG0019082	0	0
OG0019083	0	0
OG0019084	2	2
OG0019085	0	0
OG0019086	0	0
OG0019087	0	0
OG0019088	0	0
OG0019089	0	0
OG0019090	0	0
OG0019091	0	0
OG0019092	0	0
OG0019093	0	0
OG0019094	0	0
OG0019095	0	0
OG0019096	2	2
OG0019097	0	0
OG0019098	0	0
OG0019099	0	0
OG0019100	0	0
OG0019101	0	0
OG0019102	0	0
OG0019103	0	0
OG0019104	0	0
OG0019105	0	0
OG0019106	0	0
OG0019107	2	2
OG0019108	0	0
OG0019109	0	0
OG0019110	3	3
OG0019111	0	0
OG0019112	0	0
OG0019113	0	0
OG0019114	0	0
OG0019115	0	0
OG0019116	0	0
OG0019117	0	0
OG0019118	0	0
OG0019119	0	0
OG0019120	0	0
OG0019121	0	0
OG0019122	0	0
OG0019123	0	0
OG0019124	0	0
OG0019125	0	0
OG0019126	1	1
OG0019127	0	0
OG0019128	0	0
OG0019129	0	0
OG0019130	0	0
OG0019131	0	0
OG0019132	0	0
OG0019133	0	0
OG0019134	0	0
OG0019135	0	0
OG0019136	0	0
OG0019137	0	0
OG0019138	0	0
OG0019139	2	2
OG0019140	0	0
OG0019141	0	0
OG0019142	1	1
OG0019143	0	0
OG0019144	1	1
OG0019145	2	2
OG0019146	0	0
OG0019147	0	0
OG0019148	0	0
OG0019149	0	0
OG0019150	0	0
OG0019151	0	0
OG0019152	0	0
OG0019153	0	0
OG0019154	0	0
OG0019155	0	0
OG0019156	0	0
OG0019157	0	0
OG0019158	0	0
OG0019159	0	0
OG0019160	0	0
OG0019161	0	0
OG0019162	0	0
OG0019163	0	0
OG0019164	0	0
OG0019165	0	0
OG0019166	0	0
OG0019167	0	0
OG0019168	0	0
OG0019169	0	0
OG0019170	0	0
OG0019171	0	0
OG0019172	1	1
OG0019173	0	0
OG0019174	1	1
OG0019175	0	0
OG0019176	0	0
OG0019177	0	0
OG0019178	0	0
OG0019179	0	0
OG0019180	0	0
OG0019181	0	0
OG0019182	0	0
OG0019183	0	0
OG0019184	0	0
OG0019185	0	0
OG0019186	0	0
OG0019187	0	0
OG0019188	0	0
OG0019189	0	0
OG0019190	0	0
OG0019191	0	0
OG0019192	0	0
OG0019193	0	0
OG0019194	0	0
OG0019195	0	0
OG0019196	0	0
OG0019197	0	0
OG0019198	0	0
OG0019199	0	0
OG0019200	0	0
OG0019201	1	1
OG0019202	0	0
OG0019203	0	0
OG0019204	0	0
OG0019205	0	0
OG0019206	0	0
OG0019207	0	0
OG0019208	0	0
OG0019209	0	0
OG0019210	0	0
OG0019211	0	0
OG0019212	0	0
OG0019213	2	2
OG0019214	2	2
OG0019215	0	0
OG0019216	0	0
OG0019217	0	0
OG0019218	0	0
OG0019219	0	0
OG0019220	0	0
OG0019221	0	0
OG0019222	0	0
OG0019223	0	0
OG0019224	0	0
OG0019225	0	0
OG0019226	0	0
OG0019227	0	0
OG0019228	0	0
OG0019229	0	0
OG0019230	0	0
OG0019231	0	0
OG0019232	0	0
OG0019233	0	0
OG0019234	0	0
OG0019235	0	0
OG0019236	0	0
OG0019237	0	0
OG0019238	0	0
OG0019239	0	0
OG0019240	0	0
OG0019241	1	1
OG0019242	0	0
OG0019243	0	0
OG0019244	0	0
OG0019245	0	0
OG0019246	0	0
OG0019247	0	0
OG0019248	0	0
OG0019249	0	0
OG0019250	0	0
OG0019251	0	0
OG0019252	0	0
OG0019253	0	0
OG0019254	2	2
OG0019255	0	0
OG0019256	0	0
OG0019257	0	0
OG0019258	1	1
OG0019259	0	0
OG0019260	0	0
OG0019261	0	0
OG0019262	0	0
OG0019263	0	0
OG0019264	0	0
OG0019265	0	0
OG0019266	1	1
OG0019267	0	0
OG0019268	0	0
OG0019269	0	0
OG0019270	0	0
OG0019271	0	0
OG0019272	0	0
OG0019273	0	0
OG0019274	0	0
OG0019275	0	0
OG0019276	0	0
OG0019277	0	0
OG0019278	0	0
OG0019279	0	0
OG0019280	0	0
OG0019281	0	0
OG0019282	0	0
OG0019283	0	0
OG0019284	0	0
OG0019285	0	0
OG0019286	0	0
OG0019287	0	0
OG0019288	0	0
OG0019289	0	0
OG0019290	0	0
OG0019291	0	0
OG0019292	0	0
OG0019293	0	0
OG0019294	0	0
OG0019295	0	0
OG0019296	0	0
OG0019297	0	0
OG0019298	1	1
OG0019299	0	0
OG0019300	0	0
OG0019301	1	1
OG0019302	0	0
OG0019303	0	0
OG0019304	0	0
OG0019305	0	0
OG0019306	0	0
OG0019307	0	0
OG0019308	0	0
OG0019309	0	0
OG0019310	0	0
OG0019311	0	0
OG0019312	0	0
OG0019313	0	0
OG0019314	0	0
OG0019315	0	0
OG0019316	1	1
OG0019317	0	0
OG0019318	0	0
OG0019319	0	0
OG0019320	0	0
OG0019321	0	0
OG0019322	0	0
OG0019323	0	0
OG0019324	0	0
OG0019325	1	1
OG0019326	0	0
OG0019327	0	0
OG0019328	0	0
OG0019329	0	0
OG0019330	0	0
OG0019331	2	2
OG0019332	0	0
OG0019333	0	0
OG0019334	0	0
OG0019335	0	0
OG0019336	0	0
OG0019337	0	0
OG0019338	0	0
OG0019339	0	0
OG0019340	1	1
OG0019341	0	0
OG0019342	0	0
OG0019343	2	2
OG0019344	0	0
OG0019345	1	1
OG0019346	0	0
OG0019347	0	0
OG0019348	0	0
OG0019349	1	1
OG0019350	0	0
OG0019351	0	0
OG0019352	0	0
OG0019353	0	0
OG0019354	0	0
OG0019355	0	0
OG0019356	0	0
OG0019357	0	0
OG0019358	0	0
OG0019359	0	0
OG0019360	0	0
OG0019361	0	0
OG0019362	0	0
OG0019363	0	0
OG0019364	0	0
OG0019365	0	0
OG0019366	0	0
OG0019367	0	0
OG0019368	0	0
OG0019369	0	0
OG0019370	0	0
OG0019371	0	0
OG0019372	0	0
OG0019373	0	0
OG0019374	0	0
OG0019375	0	0
OG0019376	0	0
OG0019377	0	0
OG0019378	0	0
OG0019379	0	0
OG0019380	0	0
OG0019381	0	0
OG0019382	0	0
OG0019383	0	0
OG0019384	0	0
OG0019385	0	0
OG0019386	0	0
OG0019387	0	0
OG0019388	0	0
OG0019389	0	0
OG0019390	0	0
OG0019391	0	0
OG0019392	0	0
OG0019393	0	0
OG0019394	0	0
OG0019395	0	0
OG0019396	0	0
OG0019397	0	0
OG0019398	0	0
OG0019399	0	0
OG0019400	0	0
OG0019401	0	0
OG0019402	0	0
OG0019403	0	0
OG0019404	0	0
OG0019405	0	0
OG0019406	0	0
OG0019407	0	0
OG0019408	0	0
OG0019409	0	0
OG0019410	0	0
OG0019411	0	0
OG0019412	0	0
OG0019413	0	0
OG0019414	0	0
OG0019415	0	0
OG0019416	0	0
OG0019417	0	0
OG0019418	0	0
OG0019419	0	0
OG0019420	0	0
OG0019421	0	0
OG0019422	0	0
OG0019423	0	0
OG0019424	0	0
OG0019425	0	0
OG0019426	0	0
OG0019427	0	0
OG0019428	0	0
OG0019429	0	0
OG0019430	0	0
OG0019431	0	0
OG0019432	0	0
OG0019433	0	0
OG0019434	0	0
OG0019435	0	0
OG0019436	0	0
OG0019437	0	0
OG0019438	0	0
OG0019439	0	0
OG0019440	0	0
OG0019441	0	0
OG0019442	0	0
OG0019443	0	0
OG0019444	0	0
OG0019445	0	0
OG0019446	0	0
OG0019447	0	0
OG0019448	0	0
OG0019449	0	0
OG0019450	0	0
OG0019451	0	0
OG0019452	0	0
OG0019453	0	0
OG0019454	0	0
OG0019455	0	0
OG0019456	0	0
OG0019457	0	0
OG0019458	0	0
OG0019459	0	0
OG0019460	0	0
OG0019461	0	0
OG0019462	0	0
OG0019463	0	0
OG0019464	0	0
OG0019465	0	0
OG0019466	0	0
OG0019467	0	0
OG0019468	0	0
OG0019469	0	0
OG0019470	0	0
OG0019471	0	0
OG0019472	0	0
OG0019473	0	0
OG0019474	0	0
OG0019475	0	0
OG0019476	0	0
OG0019477	0	0
OG0019478	0	0
OG0019479	0	0
OG0019480	0	0
OG0019481	0	0
OG0019482	0	0
OG0019483	0	0
OG0019484	0	0
OG0019485	0	0
OG0019486	0	0
OG0019487	0	0
OG0019488	0	0
OG0019489	0	0
OG0019490	0	0
OG0019491	0	0
OG0019492	0	0
OG0019493	0	0
OG0019494	0	0
OG0019495	0	0
OG0019496	0	0
OG0019497	1	1
OG0019498	0	0
OG0019499	0	0
OG0019500	0	0
OG0019501	0	0
OG0019502	0	0
OG0019503	0	0
OG0019504	2	2
OG0019505	0	0
OG0019506	0	0
OG0019507	0	0
OG0019508	0	0
OG0019509	0	0
OG0019510	0	0
OG0019511	0	0
OG0019512	0	0
OG0019513	0	0
OG0019514	0	0
OG0019515	1	1
OG0019516	0	0
OG0019517	0	0
OG0019518	0	0
OG0019519	1	1
OG0019520	0	0
OG0019521	0	0
OG0019522	0	0
OG0019523	0	0
OG0019524	0	0
OG0019525	0	0
OG0019526	1	1
OG0019527	0	0
OG0019528	0	0
OG0019529	0	0
OG0019530	0	0
OG0019531	0	0
OG0019532	0	0
OG0019533	0	0
OG0019534	0	0
OG0019535	0	0
OG0019536	0	0
OG0019537	0	0
OG0019538	0	0
OG0019539	0	0
OG0019540	0	0
OG0019541	1	1
OG0019542	0	0
OG0019543	0	0
OG0019544	0	0
OG0019545	0	0
OG0019546	0	0
OG0019547	0	0
OG0019548	1	1
OG0019549	1	1
OG0019550	0	0
OG0019551	0	0
OG0019552	0	0
OG0019553	1	1
OG0019554	0	0
OG0019555	0	0
OG0019556	0	0
OG0019557	0	0
OG0019558	0	0
OG0019559	0	0
OG0019560	0	0
OG0019561	0	0
OG0019562	0	0
OG0019563	0	0
OG0019564	0	0
OG0019565	0	0
OG0019566	0	0
OG0019567	0	0
OG0019568	0	0
OG0019569	0	0
OG0019570	0	0
OG0019571	0	0
OG0019572	0	0
OG0019573	0	0
OG0019574	0	0
OG0019575	0	0
OG0019576	0	0
OG0019577	0	0
OG0019578	0	0
OG0019579	0	0
OG0019580	0	0
OG0019581	0	0
OG0019582	0	0
OG0019583	0	0
OG0019584	0	0
OG0019585	0	0
OG0019586	0	0
OG0019587	0	0
OG0019588	0	0
OG0019589	0	0
OG0019590	1	1
OG0019591	0	0
OG0019592	0	0
OG0019593	0	0
OG0019594	0	0
OG0019595	0	0
OG0019596	0	0
OG0019597	0	0
OG0019598	0	0
OG0019599	0	0
OG0019600	0	0
OG0019601	0	0
OG0019602	0	0
OG0019603	0	0
OG0019604	0	0
OG0019605	0	0
OG0019606	0	0
OG0019607	0	0
OG0019608	0	0
OG0019609	0	0
OG0019610	0	0
OG0019611	0	0
OG0019612	0	0
OG0019613	0	0
OG0019614	0	0
OG0019615	0	0
OG0019616	0	0
OG0019617	0	0
OG0019618	0	0
OG0019619	0	0
OG0019620	0	0
OG0019621	0	0
OG0019622	0	0
OG0019623	0	0
OG0019624	0	0
OG0019625	0	0
OG0019626	0	0
OG0019627	0	0
OG0019628	0	0
OG0019629	0	0
OG0019630	0	0
OG0019631	0	0
OG0019632	0	0
OG0019633	0	0
OG0019634	0	0
OG0019635	0	0
OG0019636	0	0
OG0019637	0	0
OG0019638	0	0
OG0019639	0	0
OG0019640	0	0
OG0019641	0	0
OG0019642	0	0
OG0019643	0	0
OG0019644	0	0
OG0019645	0	0
OG0019646	0	0
OG0019647	0	0
OG0019648	0	0
OG0019649	0	0
OG0019650	0	0
OG0019651	0	0
OG0019652	0	0
OG0019653	0	0
OG0019654	0	0
OG0019655	1	1
OG0019656	0	0
OG0019657	0	0
OG0019658	0	0
OG0019659	0	0
OG0019660	0	0
OG0019661	0	0
OG0019662	0	0
OG0019663	0	0
OG0019664	0	0
OG0019665	0	0
OG0019666	0	0
OG0019667	0	0
OG0019668	0	0
OG0019669	0	0
OG0019670	0	0
OG0019671	0	0
OG0019672	0	0
OG0019673	0	0
OG0019674	0	0
OG0019675	0	0
OG0019676	0	0
OG0019677	0	0
OG0019678	0	0
OG0019679	0	0
OG0019680	0	0
OG0019681	0	0
OG0019682	0	0
OG0019683	0	0
OG0019684	0	0
OG0019685	0	0
OG0019686	0	0
OG0019687	0	0
OG0019688	0	0
OG0019689	1	1
OG0019690	0	0
OG0019691	1	1
OG0019692	0	0
OG0019693	0	0
OG0019694	0	0
OG0019695	0	0
OG0019696	0	0
OG0019697	0	0
OG0019698	0	0
OG0019699	0	0
OG0019700	0	0
OG0019701	0	0
OG0019702	0	0
OG0019703	0	0
OG0019704	0	0
OG0019705	0	0
OG0019706	0	0
OG0019707	0	0
OG0019708	0	0
OG0019709	0	0
OG0019710	0	0
OG0019711	0	0
OG0019712	0	0
OG0019713	0	0
OG0019714	0	0
OG0019715	0	0
OG0019716	0	0
OG0019717	0	0
OG0019718	0	0
OG0019719	0	0
OG0019720	0	0
OG0019721	0	0
OG0019722	0	0
OG0019723	0	0
OG0019724	0	0
OG0019725	0	0
OG0019726	0	0
OG0019727	0	0
OG0019728	0	0
OG0019729	0	0
OG0019730	0	0
OG0019731	0	0
OG0019732	0	0
OG0019733	0	0
OG0019734	0	0
OG0019735	1	1
OG0019736	0	0
OG0019737	0	0
OG0019738	0	0
OG0019739	0	0
OG0019740	0	0
OG0019741	0	0
OG0019742	0	0
OG0019743	0	0
OG0019744	0	0
OG0019745	0	0
OG0019746	0	0
OG0019747	0	0
OG0019748	0	0
OG0019749	0	0
OG0019750	0	0
OG0019751	0	0
OG0019752	0	0
OG0019753	0	0
OG0019754	0	0
OG0019755	0	0
OG0019756	0	0
OG0019757	0	0
OG0019758	0	0
OG0019759	0	0
OG0019760	0	0
OG0019761	0	0
OG0019762	0	0
OG0019763	0	0
OG0019764	0	0
OG0019765	0	0
OG0019766	0	0
OG0019767	0	0
OG0019768	0	0
OG0019769	0	0
OG0019770	0	0
OG0019771	0	0
OG0019772	0	0
OG0019773	0	0
OG0019774	0	0
OG0019775	0	0
OG0019776	1	1
OG0019777	0	0
OG0019778	0	0
OG0019779	0	0
OG0019780	1	1
OG0019781	0	0
OG0019782	0	0
OG0019783	0	0
OG0019784	0	0
OG0019785	0	0
OG0019786	0	0
OG0019787	0	0
OG0019788	0	0
OG0019789	0	0
OG0019790	0	0
OG0019791	0	0
OG0019792	0	0
OG0019793	0	0
OG0019794	0	0
OG0019795	0	0
OG0019796	0	0
OG0019797	0	0
OG0019798	0	0
OG0019799	0	0
OG0019800	0	0
OG0019801	0	0
OG0019802	0	0
OG0019803	0	0
OG0019804	0	0
OG0019805	0	0
OG0019806	0	0
OG0019807	0	0
OG0019808	0	0
OG0019809	0	0
OG0019810	0	0
OG0019811	0	0
OG0019812	0	0
OG0019813	0	0
OG0019814	0	0
OG0019815	0	0
OG0019816	0	0
OG0019817	0	0
OG0019818	0	0
OG0019819	0	0
OG0019820	0	0
OG0019821	0	0
OG0019822	0	0
OG0019823	0	0
OG0019824	0	0
OG0019825	0	0
OG0019826	0	0
OG0019827	0	0
OG0019828	1	1
OG0019829	0	0
OG0019830	0	0
OG0019831	0	0
OG0019832	0	0
OG0019833	0	0
OG0019834	0	0
OG0019835	0	0
OG0019836	0	0
OG0019837	0	0
OG0019838	0	0
OG0019839	0	0
OG0019840	0	0
OG0019841	0	0
OG0019842	0	0
OG0019843	0	0
OG0019844	0	0
OG0019845	0	0
OG0019846	0	0
OG0019847	0	0
OG0019848	0	0
OG0019849	0	0
OG0019850	0	0
OG0019851	0	0
OG0019852	0	0
OG0019853	0	0
OG0019854	0	0
OG0019855	0	0
OG0019856	0	0
OG0019857	0	0
OG0019858	0	0
OG0019859	0	0
OG0019860	0	0
OG0019861	0	0
OG0019862	0	0
OG0019863	0	0
OG0019864	3	3
OG0019865	0	0
OG0019866	0	0
OG0019867	0	0
OG0019868	0	0
OG0019869	0	0
OG0019870	0	0
OG0019871	0	0
OG0019872	1	1
OG0019873	0	0
OG0019874	0	0
OG0019875	0	0
OG0019876	0	0
OG0019877	0	0
OG0019878	0	0
OG0019879	0	0
OG0019880	0	0
OG0019881	0	0
OG0019882	0	0
OG0019883	0	0
OG0019884	1	1
OG0019885	0	0
OG0019886	0	0
OG0019887	0	0
OG0019888	0	0
OG0019889	0	0
OG0019890	0	0
OG0019891	0	0
OG0019892	0	0
OG0019893	0	0
OG0019894	0	0
OG0019895	0	0
OG0019896	0	0
OG0019897	0	0
OG0019898	0	0
OG0019899	0	0
OG0019900	0	0
OG0019901	0	0
OG0019902	0	0
OG0019903	0	0
OG0019904	0	0
OG0019905	0	0
OG0019906	0	0
OG0019907	0	0
OG0019908	0	0
OG0019909	0	0
OG0019910	0	0
OG0019911	0	0
OG0019912	0	0
OG0019913	0	0
OG0019914	0	0
OG0019915	1	1
OG0019916	0	0
OG0019917	0	0
OG0019918	0	0
OG0019919	0	0
OG0019920	0	0
OG0019921	0	0
OG0019922	0	0
OG0019923	0	0
OG0019924	0	0
OG0019925	0	0
OG0019926	0	0
OG0019927	0	0
OG0019928	0	0
OG0019929	0	0
OG0019930	0	0
OG0019931	0	0
OG0019932	0	0
OG0019933	0	0
OG0019934	0	0
OG0019935	0	0
OG0019936	0	0
OG0019937	0	0
OG0019938	0	0
OG0019939	0	0
OG0019940	0	0
OG0019941	0	0
OG0019942	0	0
OG0019943	0	0
OG0019944	0	0
OG0019945	0	0
OG0019946	0	0
OG0019947	0	0
OG0019948	0	0
OG0019949	0	0
OG0019950	0	0
OG0019951	0	0
OG0019952	0	0
OG0019953	0	0
OG0019954	0	0
OG0019955	1	1
OG0019956	0	0
OG0019957	0	0
OG0019958	0	0
OG0019959	0	0
OG0019960	1	1
OG0019961	0	0
OG0019962	0	0
OG0019963	0	0
OG0019964	0	0
OG0019965	0	0
OG0019966	0	0
OG0019967	0	0
OG0019968	0	0
OG0019969	0	0
OG0019970	0	0
OG0019971	0	0
OG0019972	0	0
OG0019973	0	0
OG0019974	0	0
OG0019975	0	0
OG0019976	0	0
OG0019977	0	0
OG0019978	0	0
OG0019979	0	0
OG0019980	0	0
OG0019981	0	0
OG0019982	0	0
OG0019983	0	0
OG0019984	0	0
OG0019985	0	0
OG0019986	0	0
OG0019987	0	0
OG0019988	0	0
OG0019989	0	0
OG0019990	0	0
OG0019991	0	0
OG0019992	0	0
OG0019993	0	0
OG0019994	0	0
OG0019995	0	0
OG0019996	0	0
OG0019997	0	0
OG0019998	0	0
OG0019999	0	0
OG0020000	2	2
OG0020001	0	0
OG0020002	0	0
OG0020003	0	0
OG0020004	0	0
OG0020005	0	0
OG0020006	0	0
OG0020007	0	0
OG0020008	0	0
OG0020009	0	0
OG0020010	0	0
OG0020011	0	0
OG0020012	0	0
OG0020013	0	0
OG0020014	0	0
OG0020015	0	0
OG0020016	0	0
OG0020017	0	0
OG0020018	0	0
OG0020019	0	0
OG0020020	0	0
OG0020021	0	0
OG0020022	0	0
OG0020023	0	0
OG0020024	0	0
OG0020025	0	0
OG0020026	0	0
OG0020027	0	0
OG0020028	0	0
OG0020029	1	1
OG0020030	0	0
OG0020031	0	0
OG0020032	0	0
OG0020033	0	0
OG0020034	0	0
OG0020035	0	0
OG0020036	0	0
OG0020037	0	0
OG0020038	0	0
OG0020039	2	2
OG0020040	0	0
OG0020041	0	0
OG0020042	0	0
OG0020043	0	0
OG0020044	0	0
OG0020045	0	0
OG0020046	0	0
OG0020047	0	0
OG0020048	0	0
OG0020049	0	0
OG0020050	0	0
OG0020051	0	0
OG0020052	0	0
OG0020053	0	0
OG0020054	0	0
OG0020055	0	0
OG0020056	0	0
OG0020057	0	0
OG0020058	3	3
OG0020059	0	0
OG0020060	0	0
OG0020061	0	0
OG0020062	0	0
OG0020063	0	0
OG0020064	2	2
OG0020065	0	0
OG0020066	0	0
OG0020067	0	0
OG0020068	0	0
OG0020069	0	0
OG0020070	0	0
OG0020071	0	0
OG0020072	0	0
OG0020073	0	0
OG0020074	0	0
OG0020075	0	0
OG0020076	0	0
OG0020077	0	0
OG0020078	0	0
OG0020079	0	0
OG0020080	0	0
OG0020081	0	0
OG0020082	0	0
OG0020083	0	0
OG0020084	0	0
OG0020085	0	0
OG0020086	0	0
OG0020087	0	0
OG0020088	0	0
OG0020089	0	0
OG0020090	0	0
OG0020091	0	0
OG0020092	0	0
OG0020093	0	0
OG0020094	0	0
OG0020095	0	0
OG0020096	0	0
OG0020097	1	1
OG0020098	0	0
OG0020099	0	0
OG0020100	0	0
OG0020101	0	0
OG0020102	0	0
OG0020103	0	0
OG0020104	0	0
OG0020105	0	0
OG0020106	0	0
OG0020107	1	1
OG0020108	0	0
OG0020109	0	0
OG0020110	2	2
OG0020111	1	1
OG0020112	0	0
OG0020113	0	0
OG0020114	0	0
OG0020115	0	0
OG0020116	0	0
OG0020117	0	0
OG0020118	0	0
OG0020119	0	0
OG0020120	0	0
OG0020121	2	2
OG0020122	0	0
OG0020123	0	0
OG0020124	0	0
OG0020125	0	0
OG0020126	0	0
OG0020127	0	0
OG0020128	0	0
OG0020129	0	0
OG0020130	0	0
OG0020131	0	0
OG0020132	0	0
OG0020133	0	0
OG0020134	0	0
OG0020135	1	1
OG0020136	0	0
OG0020137	0	0
OG0020138	0	0
OG0020139	0	0
OG0020140	0	0
OG0020141	1	1
OG0020142	0	0
OG0020143	0	0
OG0020144	0	0
OG0020145	0	0
OG0020146	0	0
OG0020147	0	0
OG0020148	0	0
OG0020149	0	0
OG0020150	0	0
OG0020151	0	0
OG0020152	0	0
OG0020153	0	0
OG0020154	0	0
OG0020155	0	0
OG0020156	0	0
OG0020157	0	0
OG0020158	0	0
OG0020159	0	0
OG0020160	0	0
OG0020161	0	0
OG0020162	0	0
OG0020163	0	0
OG0020164	0	0
OG0020165	0	0
OG0020166	0	0
OG0020167	0	0
OG0020168	0	0
OG0020169	0	0
OG0020170	0	0
OG0020171	0	0
OG0020172	0	0
OG0020173	0	0
OG0020174	0	0
OG0020175	0	0
OG0020176	0	0
OG0020177	0	0
OG0020178	0	0
OG0020179	0	0
OG0020180	0	0
OG0020181	0	0
OG0020182	0	0
OG0020183	0	0
OG0020184	0	0
OG0020185	0	0
OG0020186	0	0
OG0020187	0	0
OG0020188	0	0
OG0020189	0	0
OG0020190	0	0
OG0020191	0	0
OG0020192	0	0
OG0020193	0	0
OG0020194	0	0
OG0020195	0	0
OG0020196	0	0
OG0020197	0	0
OG0020198	0	0
OG0020199	0	0
OG0020200	0	0
OG0020201	0	0
OG0020202	0	0
OG0020203	0	0
OG0020204	0	0
OG0020205	0	0
OG0020206	0	0
OG0020207	0	0
OG0020208	0	0
OG0020209	0	0
OG0020210	0	0
OG0020211	0	0
OG0020212	0	0
OG0020213	0	0
OG0020214	0	0
OG0020215	2	2
OG0020216	1	1
OG0020217	0	0
OG0020218	0	0
OG0020219	0	0
OG0020220	0	0
OG0020221	0	0
OG0020222	0	0
OG0020223	0	0
OG0020224	0	0
OG0020225	0	0
OG0020226	0	0
OG0020227	0	0
OG0020228	0	0
OG0020229	0	0
OG0020230	0	0
OG0020231	0	0
OG0020232	0	0
OG0020233	0	0
OG0020234	0	0
OG0020235	0	0
OG0020236	0	0
OG0020237	0	0
OG0020238	1	1
OG0020239	0	0
OG0020240	0	0
OG0020241	0	0
OG0020242	0	0
OG0020243	0	0
OG0020244	0	0
OG0020245	0	0
OG0020246	0	0
OG0020247	0	0
OG0020248	0	0
OG0020249	0	0
OG0020250	0	0
OG0020251	0	0
OG0020252	0	0
OG0020253	0	0
OG0020254	1	1
OG0020255	0	0
OG0020256	0	0
OG0020257	0	0
OG0020258	0	0
OG0020259	0	0
OG0020260	0	0
OG0020261	0	0
OG0020262	0	0
OG0020263	0	0
OG0020264	0	0
OG0020265	0	0
OG0020266	0	0
OG0020267	0	0
OG0020268	0	0
OG0020269	0	0
OG0020270	0	0
OG0020271	0	0
OG0020272	0	0
OG0020273	0	0
OG0020274	0	0
OG0020275	0	0
OG0020276	0	0
OG0020277	0	0
OG0020278	0	0
OG0020279	1	1
OG0020280	0	0
OG0020281	0	0
OG0020282	0	0
OG0020283	0	0
OG0020284	0	0
OG0020285	0	0
OG0020286	0	0
OG0020287	0	0
OG0020288	0	0
OG0020289	0	0
OG0020290	0	0
OG0020291	0	0
OG0020292	0	0
OG0020293	0	0
OG0020294	0	0
OG0020295	0	0
OG0020296	0	0
OG0020297	0	0
OG0020298	0	0
OG0020299	0	0
OG0020300	0	0
OG0020301	0	0
OG0020302	0	0
OG0020303	0	0
OG0020304	0	0
OG0020305	0	0
OG0020306	0	0
OG0020307	0	0
OG0020308	0	0
OG0020309	0	0
OG0020310	0	0
OG0020311	0	0
OG0020312	0	0
OG0020313	0	0
OG0020314	0	0
OG0020315	0	0
OG0020316	0	0
OG0020317	0	0
OG0020318	0	0
OG0020319	0	0
OG0020320	0	0
OG0020321	0	0
OG0020322	0	0
OG0020323	0	0
OG0020324	0	0
OG0020325	1	1
OG0020326	0	0
OG0020327	0	0
OG0020328	0	0
OG0020329	0	0
OG0020330	0	0
OG0020331	0	0
OG0020332	0	0
OG0020333	0	0
OG0020334	0	0
OG0020335	0	0
OG0020336	0	0
OG0020337	0	0
OG0020338	0	0
OG0020339	0	0
OG0020340	0	0
OG0020341	0	0
OG0020342	0	0
OG0020343	2	2
OG0020344	0	0
OG0020345	0	0
OG0020346	0	0
OG0020347	0	0
OG0020348	2	2
OG0020349	1	1
OG0020350	0	0
OG0020351	0	0
OG0020352	0	0
OG0020353	0	0
OG0020354	0	0
OG0020355	0	0
OG0020356	0	0
OG0020357	0	0
OG0020358	0	0
OG0020359	0	0
OG0020360	3	3
OG0020361	0	0
OG0020362	0	0
OG0020363	0	0
OG0020364	0	0
OG0020365	0	0
OG0020366	0	0
OG0020367	0	0
OG0020368	0	0
OG0020369	0	0
OG0020370	0	0
OG0020371	0	0
OG0020372	0	0
OG0020373	0	0
OG0020374	0	0
OG0020375	0	0
OG0020376	0	0
OG0020377	0	0
OG0020378	0	0
OG0020379	0	0
OG0020380	0	0
OG0020381	1	1
OG0020382	0	0
OG0020383	0	0
OG0020384	0	0
OG0020385	0	0
OG0020386	0	0
OG0020387	0	0
OG0020388	0	0
OG0020389	1	1
OG0020390	0	0
OG0020391	0	0
